,index,Cluster,,ai-big-data,algorand-ecosystem,amm,analytics,arbitrum-ecosytem,asset-backed-stablecoin,avalanche-ecosystem,binance-chain,binance-launchpad,blake256,blake2s,bnb-chain,cardano,cardano-ecosystem,celo-ecosystem,centralized-exchange,collectibles-nfts,content-creation,cosmos-ecosystem,dag,dao,data-provenance,decentralized-exchange,defi,derivatives,dex,discount-token,distributed-computing,doggone-doggerel,dpos,elrond-ecosystem,enterprise-solutions,entertainment,equihash,ethash,ethereum-ecosystem,fantom-ecosystem,filesharing,gaming,governance,harmony-ecosystem,hybrid-pow-pos,injective-ecosystem,interoperability,iot,iotex-ecosystem,lending-borowing,logistics,lpos,marketing,marketplace,masternodes,media,medium-of-exchange,memes,metaverse,mineable,mobile,moonriver-ecosystem,move-to-earn,music,near-protocol-ecosystem,oracles,parafi-capital,payments,platform,play-to-earn,poi,polkadot,polkadot-ecosystem,polygon-ecosystem,pos,pow,privacy,research,ringct,rollups,scaling,scrypt,services,sha-256,sharing-economy,smart-contracts,solana-ecosystem,spartan-group,sports,stablecoin,staking,state-channel,storage,store-of-value,substrate,terra-ecosystem,tron-ecosystem,usd-stablecoin,video,web3,wrapped-tokens,x11,yield-aggregator,yield-farming,zero-knowledge-proofs,zilliqa-ecosystem,symbol,groups,0,1,name,main_token,info
46,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KLAY,"SOL,DOT,SHIB,WBTC,VET,ICP,EGLD,RUNE,KLAY,HNT,FLOW,GMT,XEC,MKR,CVX,KSM,QNT,LRC,MINA,AMP,COMP,GLMR,KAVA,ROSE,SCRT,ZRX,AUDIO,IOTX",4,"defi                      0.357143
platform                  0.214286
polkadot-ecosystem        0.178571
injective-ecosystem       0.178571
bnb-chain                 0.178571
substrate                 0.142857
cosmos-ecosystem          0.142857
scaling                   0.107143
lending-borowing          0.107143
iot                       0.107143
smart-contracts           0.107143
polkadot                  0.107143
decentralized-exchange    0.107143
dao                       0.107143
collectibles-nfts         0.107143
solana-ecosystem          0.107143
web3                      0.107143
binance-launchpad         0.107143
                          0.071429
distributed-computing     0.071429
governance                0.071429
spartan-group             0.071429
pos                       0.071429
enterprise-solutions      0.071429
privacy                   0.071429
Name: 4, dtype: float64",Klaytn,klaytn,"Kakao (Korean: 카카오) is a South Korean Internet company that was established in 2010. It formed as a result of a merger between Daum Communications and the original Kakao Inc. In 2014, the company was renamed Daum Kakao."
47,47,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,AAVE,"UNI,CAKE,AAVE,CRV,KNC",14,"governance                1.0
defi                      1.0
yield-farming             0.8
decentralized-exchange    0.8
dao                       0.8
amm                       0.8
parafi-capital            0.6
bnb-chain                 0.6
arbitrum-ecosytem         0.4
polygon-ecosystem         0.4
fantom-ecosystem          0.4
Name: 14, dtype: float64",Aave,aave,
48,48,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EOS,"XRP,XLM,EOS",12,"medium-of-exchange      1.000000
enterprise-solutions    1.000000
smart-contracts         0.666667
binance-chain           0.666667
Name: 12, dtype: float64",EOS,eos,"EOS.IO is a blockchain protocol based on the cryptocurrency EOS. The smart contract platform claims to eliminate transaction fees and also conduct millions of transactions per second.


== History ==
Based on a white paper published in 2017, the EOSIO platform was developed by the private company block.one and released as open-source software on June 1, 2018. In order to ensure widespread distribution of the native cryptocurrency at the launch of the blockchain, one billion tokens were distributed as ERC-20 tokens by block.one."
49,49,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ZEC,"ETH,DOGE,LTC,XMR,ETC,ZEC,MIOTA,DASH,DCR",0,"mineable              0.888889
medium-of-exchange    0.777778
bnb-chain             0.666667
pow                   0.666667
privacy               0.333333
scrypt                0.222222
smart-contracts       0.222222
hybrid-pow-pos        0.222222
dao                   0.222222
binance-chain         0.222222
Name: 0, dtype: float64",Zcash,zcash,"A cryptocurrency, crypto-currency, crypto, or coin is a digital currency designed to work as a medium of exchange through a computer network that is not reliant on any central authority, such as a government or bank, to uphold or maintain it.Individual coin ownership records are stored in a digital ledger, which is a computerized database using strong cryptography to secure transaction records, to control the creation of additional coins, and to verify the transfer of coin ownership. Despite their name, cryptocurrencies are not considered to be currencies in the traditional sense and while varying treatments have been applied to them, including classification as commodities, securities, as well as currencies, cryptocurrencies are generally viewed as a distinct asset class in practice. Some crypto schemes use validators to maintain the cryptocurrency."
50,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,HNT,"SOL,DOT,SHIB,WBTC,VET,ICP,EGLD,RUNE,KLAY,HNT,FLOW,GMT,XEC,MKR,CVX,KSM,QNT,LRC,MINA,AMP,COMP,GLMR,KAVA,ROSE,SCRT,ZRX,AUDIO,IOTX",4,"defi                      0.357143
platform                  0.214286
polkadot-ecosystem        0.178571
injective-ecosystem       0.178571
bnb-chain                 0.178571
substrate                 0.142857
cosmos-ecosystem          0.142857
scaling                   0.107143
lending-borowing          0.107143
iot                       0.107143
smart-contracts           0.107143
polkadot                  0.107143
decentralized-exchange    0.107143
dao                       0.107143
collectibles-nfts         0.107143
solana-ecosystem          0.107143
web3                      0.107143
binance-launchpad         0.107143
                          0.071429
distributed-computing     0.071429
governance                0.071429
spartan-group             0.071429
pos                       0.071429
enterprise-solutions      0.071429
privacy                   0.071429
Name: 4, dtype: float64",Helium,helium,"FreedomFi is a company for cellular networking.


== Gateway ==
The FreedomFi Gateway is a x86 device that functions as a 4G network in a box.


== Helium ==
FreedomFi has partnered with Helium to provide more coverage."
51,51,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAVES,"ADA,ALGO,WAVES,NEO,ZIL,KDA,ICX",11,"smart-contracts         1.000000
platform                1.000000
mineable                0.428571
enterprise-solutions    0.285714
research                0.285714
pos                     0.285714
bnb-chain               0.285714
Name: 11, dtype: float64",Waves,waves,
52,52,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLOW,"SOL,DOT,SHIB,WBTC,VET,ICP,EGLD,RUNE,KLAY,HNT,FLOW,GMT,XEC,MKR,CVX,KSM,QNT,LRC,MINA,AMP,COMP,GLMR,KAVA,ROSE,SCRT,ZRX,AUDIO,IOTX",4,"defi                      0.357143
platform                  0.214286
polkadot-ecosystem        0.178571
injective-ecosystem       0.178571
bnb-chain                 0.178571
substrate                 0.142857
cosmos-ecosystem          0.142857
scaling                   0.107143
lending-borowing          0.107143
iot                       0.107143
smart-contracts           0.107143
polkadot                  0.107143
decentralized-exchange    0.107143
dao                       0.107143
collectibles-nfts         0.107143
solana-ecosystem          0.107143
web3                      0.107143
binance-launchpad         0.107143
                          0.071429
distributed-computing     0.071429
governance                0.071429
spartan-group             0.071429
pos                       0.071429
enterprise-solutions      0.071429
privacy                   0.071429
Name: 4, dtype: float64",Flow,flow,"CryptoKitties is a blockchain game on Ethereum developed by Canadian studio Dapper Labs that allows players to purchase, collect, breed and sell virtual cats. It is one of the earliest attempts to deploy blockchain technology for recreation and leisure. The game's popularity in December 2017 congested the Ethereum network, causing it to reach an all-time high in the number of transactions and slowing it down significantly."
53,53,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KCS,"FTT,LEO,KCS,HT,OKB",15,"centralized-exchange    1.0
marketplace             1.0
discount-token          0.8
algorand-ecosystem      0.4
payments                0.4
Name: 15, dtype: float64",KuCoin Token,kucoin token,An Initial Exchange Offering (IEO) is the Cryptocurrency Exchange equivalent to a stock launch or Initial Public Offering (IPO). An IEO is the process of digital asset (e.g. coins or tokens) procurement through an established exchange for the purpose of raising capital for start-up companies.
54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIOTA,"ETH,DOGE,LTC,XMR,ETC,ZEC,MIOTA,DASH,DCR",0,"mineable              0.888889
medium-of-exchange    0.777778
bnb-chain             0.666667
pow                   0.666667
privacy               0.333333
scrypt                0.222222
smart-contracts       0.222222
hybrid-pow-pos        0.222222
dao                   0.222222
binance-chain         0.222222
Name: 0, dtype: float64",IOTA,iota,"IOTA is an open-source distributed ledger and cryptocurrency designed for the Internet of things (IoT). It uses a directed acyclic graph to store transactions on its ledger, motivated by a potentially higher scalability over blockchain based distributed ledgers. IOTA does not use miners to validate transactions, instead, nodes that issue a new transaction on the network must approve two previous transactions."
55,55,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GMT,"SOL,DOT,SHIB,WBTC,VET,ICP,EGLD,RUNE,KLAY,HNT,FLOW,GMT,XEC,MKR,CVX,KSM,QNT,LRC,MINA,AMP,COMP,GLMR,KAVA,ROSE,SCRT,ZRX,AUDIO,IOTX",4,"defi                      0.357143
platform                  0.214286
polkadot-ecosystem        0.178571
injective-ecosystem       0.178571
bnb-chain                 0.178571
substrate                 0.142857
cosmos-ecosystem          0.142857
scaling                   0.107143
lending-borowing          0.107143
iot                       0.107143
smart-contracts           0.107143
polkadot                  0.107143
decentralized-exchange    0.107143
dao                       0.107143
collectibles-nfts         0.107143
solana-ecosystem          0.107143
web3                      0.107143
binance-launchpad         0.107143
                          0.071429
distributed-computing     0.071429
governance                0.071429
spartan-group             0.071429
pos                       0.071429
enterprise-solutions      0.071429
privacy                   0.071429
Name: 4, dtype: float64",STEPN,stepn,
56,56,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,XEC,"SOL,DOT,SHIB,WBTC,VET,ICP,EGLD,RUNE,KLAY,HNT,FLOW,GMT,XEC,MKR,CVX,KSM,QNT,LRC,MINA,AMP,COMP,GLMR,KAVA,ROSE,SCRT,ZRX,AUDIO,IOTX",4,"defi                      0.357143
platform                  0.214286
polkadot-ecosystem        0.178571
injective-ecosystem       0.178571
bnb-chain                 0.178571
substrate                 0.142857
cosmos-ecosystem          0.142857
scaling                   0.107143
lending-borowing          0.107143
iot                       0.107143
smart-contracts           0.107143
polkadot                  0.107143
decentralized-exchange    0.107143
dao                       0.107143
collectibles-nfts         0.107143
solana-ecosystem          0.107143
web3                      0.107143
binance-launchpad         0.107143
                          0.071429
distributed-computing     0.071429
governance                0.071429
spartan-group             0.071429
pos                       0.071429
enterprise-solutions      0.071429
privacy                   0.071429
Name: 4, dtype: float64",eCash,ecash,"Bitcoin Cash is a cryptocurrency that is a fork of Bitcoin. Bitcoin Cash is a spin-off or altcoin that was created in 2017.In November 2018, Bitcoin Cash split further into two cryptocurrencies: Bitcoin Cash and Bitcoin SV.


== History ==
Since its inception, Bitcoin users had maintained a common set of rules for the cryptocurrency. On 21 July 2017, bitcoin miners locked-in a software upgrade referred to as Bitcoin Improvement Proposal (BIP) 91, which meant that the Segregated Witness upgrade would activate at block 477,120."
57,57,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MKR,"SOL,DOT,SHIB,WBTC,VET,ICP,EGLD,RUNE,KLAY,HNT,FLOW,GMT,XEC,MKR,CVX,KSM,QNT,LRC,MINA,AMP,COMP,GLMR,KAVA,ROSE,SCRT,ZRX,AUDIO,IOTX",4,"defi                      0.357143
platform                  0.214286
polkadot-ecosystem        0.178571
injective-ecosystem       0.178571
bnb-chain                 0.178571
substrate                 0.142857
cosmos-ecosystem          0.142857
scaling                   0.107143
lending-borowing          0.107143
iot                       0.107143
smart-contracts           0.107143
polkadot                  0.107143
decentralized-exchange    0.107143
dao                       0.107143
collectibles-nfts         0.107143
solana-ecosystem          0.107143
web3                      0.107143
binance-launchpad         0.107143
                          0.071429
distributed-computing     0.071429
governance                0.071429
spartan-group             0.071429
pos                       0.071429
enterprise-solutions      0.071429
privacy                   0.071429
Name: 4, dtype: float64",Maker,maker,"CryptoKitties is a blockchain game on Ethereum developed by Canadian studio Dapper Labs that allows players to purchase, collect, breed and sell virtual cats. It is one of the earliest attempts to deploy blockchain technology for recreation and leisure. The game's popularity in December 2017 congested the Ethereum network, causing it to reach an all-time high in the number of transactions and slowing it down significantly."
58,58,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,BTT,"FIL,BTT,AR,HOT",10,"filesharing              1.00
distributed-computing    1.00
storage                  1.00
web3                     0.75
platform                 0.50
bnb-chain                0.50
Name: 10, dtype: float64",BitTorrent-New,bittorrent-new,"WebTorrent is a peer-to-peer (P2P) streaming torrent client written in JavaScript, from the same author, Feross Aboukhadijeh, of YouTube Instant, and the team at WebTorrent and on GitHub, for use in web browsers, as well as a WebTorrent Desktop stand alone version able to bridge WebTorrent and BitTorrent serverless networks.


== History ==
Before creating WebTorrent, the developers first created PeerCDN (content delivery network) which was bought by Yahoo! in 2013."
59,59,2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GRT,GRT,2,"Series([], Name: 2, dtype: float64)",The Graph,the graph,"Nano is a peer-to-peer open-source cryptocurrency. The currency is based on directed acyclic graph data structure and distributed ledger, making it possible for Nano to work without intermediaries. To agree on what transactions to commit, or forming consensuses, it uses a system called ""Open Representative Voting"" with weight based on the amount of currency they hold.Nano was launched in October 2015 by Colin LeMahieu to address Bitcoin scalability problem."
60,60,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BSV,"BTC,BSV",18,"store-of-value    1.0
state-channel     1.0
pow               1.0
mineable          1.0
sha-256           1.0
Name: 18, dtype: float64",Bitcoin SV,bitcoin sv,"Bitcoin Cash is a cryptocurrency that is a fork of Bitcoin. Bitcoin Cash is a spin-off or altcoin that was created in 2017.In November 2018, Bitcoin Cash split further into two cryptocurrencies: Bitcoin Cash and Bitcoin SV.


== History ==
Since its inception, Bitcoin users had maintained a common set of rules for the cryptocurrency. On 21 July 2017, bitcoin miners locked-in a software upgrade referred to as Bitcoin Improvement Proposal (BIP) 91, which meant that the Segregated Witness upgrade would activate at block 477,120."
61,61,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CVX,"SOL,DOT,SHIB,WBTC,VET,ICP,EGLD,RUNE,KLAY,HNT,FLOW,GMT,XEC,MKR,CVX,KSM,QNT,LRC,MINA,AMP,COMP,GLMR,KAVA,ROSE,SCRT,ZRX,AUDIO,IOTX",4,"defi                      0.357143
platform                  0.214286
polkadot-ecosystem        0.178571
injective-ecosystem       0.178571
bnb-chain                 0.178571
substrate                 0.142857
cosmos-ecosystem          0.142857
scaling                   0.107143
lending-borowing          0.107143
iot                       0.107143
smart-contracts           0.107143
polkadot                  0.107143
decentralized-exchange    0.107143
dao                       0.107143
collectibles-nfts         0.107143
solana-ecosystem          0.107143
web3                      0.107143
binance-launchpad         0.107143
                          0.071429
distributed-computing     0.071429
governance                0.071429
spartan-group             0.071429
pos                       0.071429
enterprise-solutions      0.071429
privacy                   0.071429
Name: 4, dtype: float64",Convex Finance,convex finance,"Igor Rivin (born 1961 in Moscow, USSR) is a Russian-Canadian mathematician, 
working in various fields of pure and applied mathematics, computer science, 
and materials science. He was the Regius Professor of Mathematics at the University of St. Andrews from 2015 to 2017, and was   the chief research officer at Cryptos Fund until 2019."
62,62,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NEO,"ADA,ALGO,WAVES,NEO,ZIL,KDA,ICX",11,"smart-contracts         1.000000
platform                1.000000
mineable                0.428571
enterprise-solutions    0.285714
research                0.285714
pos                     0.285714
bnb-chain               0.285714
Name: 11, dtype: float64",Neo,neo,"A cryptocurrency, crypto-currency, crypto, or coin is a digital currency designed to work as a medium of exchange through a computer network that is not reliant on any central authority, such as a government or bank, to uphold or maintain it.Individual coin ownership records are stored in a digital ledger, which is a computerized database using strong cryptography to secure transaction records, to control the creation of additional coins, and to verify the transfer of coin ownership. Despite their name, cryptocurrencies are not considered to be currencies in the traditional sense and while varying treatments have been applied to them, including classification as commodities, securities, as well as currencies, cryptocurrencies are generally viewed as a distinct asset class in practice. Some crypto schemes use validators to maintain the cryptocurrency."
63,63,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,STX,"AVAX,NEAR,ATOM,FTM,STX",9,"injective-ecosystem    1.0
platform               0.8
bnb-chain              0.8
smart-contracts        0.6
defi                   0.6
Name: 9, dtype: float64",Stacks,stacks,"Stacks project, formerly Blockstack, is an open-source platform to build smart contracts and decentralized blockchain applications. Stacks blockchain connects to Bitcoin to enable apps and smart contracts. In addition to smart contracts, the Stacks project provides open-source software for authentication, and data storage."
64,64,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HT,"FTT,LEO,KCS,HT,OKB",15,"centralized-exchange    1.0
marketplace             1.0
discount-token          0.8
algorand-ecosystem      0.4
payments                0.4
Name: 15, dtype: float64",Huobi Token,huobi token,"Ethereum is a decentralized, open-source blockchain with smart contract functionality. Ether (ETH or Ξ) is the native cryptocurrency of the platform. Among cryptocurrencies, Ether is second only to Bitcoin in market capitalization.Ethereum was conceived in 2013 by programmer Vitalik Buterin."
65,65,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ZIL,"ADA,ALGO,WAVES,NEO,ZIL,KDA,ICX",11,"smart-contracts         1.000000
platform                1.000000
mineable                0.428571
enterprise-solutions    0.285714
research                0.285714
pos                     0.285714
bnb-chain               0.285714
Name: 11, dtype: float64",Zilliqa,zilliqa,
66,66,19,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ONE,"MATIC,ONE",19,"platform                1.0
binance-launchpad       1.0
enterprise-solutions    1.0
injective-ecosystem     1.0
bnb-chain               1.0
scaling                 1.0
Name: 19, dtype: float64",Harmony,harmony,"In Christian theology, the Harrowing of Hell (Latin: Descensus Christi ad Inferos, ""the descent of Christ into Hell"" or Hades), is an Old English and Middle English term referring to the period of time between the Crucifixion of Jesus and his resurrection. In triumphant descent, Christ brought salvation to the souls held captive there since the beginning of the world.Jesus Christ's descent into the world of the dead is referred to in the Apostles' Creed and the Athanasian Creed (Quicumque vult), which state that he ""descended into the underworld"" (descendit ad inferos), although neither mention that he liberated the dead. His descent to the underworld is alluded to in the New Testament in 1 Peter 4:6, which states that the ""good tidings were proclaimed to the dead""."
67,67,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,KSM,"SOL,DOT,SHIB,WBTC,VET,ICP,EGLD,RUNE,KLAY,HNT,FLOW,GMT,XEC,MKR,CVX,KSM,QNT,LRC,MINA,AMP,COMP,GLMR,KAVA,ROSE,SCRT,ZRX,AUDIO,IOTX",4,"defi                      0.357143
platform                  0.214286
polkadot-ecosystem        0.178571
injective-ecosystem       0.178571
bnb-chain                 0.178571
substrate                 0.142857
cosmos-ecosystem          0.142857
scaling                   0.107143
lending-borowing          0.107143
iot                       0.107143
smart-contracts           0.107143
polkadot                  0.107143
decentralized-exchange    0.107143
dao                       0.107143
collectibles-nfts         0.107143
solana-ecosystem          0.107143
web3                      0.107143
binance-launchpad         0.107143
                          0.071429
distributed-computing     0.071429
governance                0.071429
spartan-group             0.071429
pos                       0.071429
enterprise-solutions      0.071429
privacy                   0.071429
Name: 4, dtype: float64",Kusama,kusama,"Voxel Bridge is an interactive public artwork under the Cambie Bridge in Vancouver, by artist Jessica Angel. The 8,000-square-foot (740 m2) mural is a vinyl overlay on the bridge that reveals interactive elements through augmented reality (AR), with aspects of the artwork being sold as non-fungible tokens. The installation  will be part of the Vancouver Biennale from summer 2021 to 2023."
